timestamp,kwh
2019-05-18 19:00:00+00:00,0.551002333
2019-05-18 19:30:00+00:00,0.504165421
2019-05-18 20:00:00+00:00,0.417249059
2019-05-18 20:30:00+00:00,0.457227972
2019-05-18 21:00:00+00:00,0.236512172
2019-05-18 21:30:00+00:00,0.233801227
2019-05-18 22:00:00+00:00,0.239333268
2019-05-18 22:30:00+00:00,0.257020752
2019-05-18 23:00:00+00:00,0.221587284
2019-05-18 23:30:00+00:00,0.235883014
2019-05-19 00:00:00+00:00,0.2580553
2019-05-19 00:30:00+00:00,0.278256376
2019-05-19 01:00:00+00:00,0.449068086
2019-05-19 01:30:00+00:00,0.461900672
2019-05-19 02:00:00+00:00,0.95007278
2019-05-19 02:30:00+00:00,0.930029752
2019-05-19 03:00:00+00:00,0.246928669
2019-05-19 03:30:00+00:00,0.25300595
2019-05-19 04:00:00+00:00,0.249978366
2019-05-19 04:30:00+00:00,0.2732947
2019-05-19 05:00:00+00:00,0.294448998
2019-05-19 05:30:00+00:00,0.280926743
2019-05-19 06:00:00+00:00,0.214244076
2019-05-19 06:30:00+00:00,0.234089241
2019-05-19 07:00:00+00:00,0.234180974
2019-05-19 07:30:00+00:00,0.240736182
2019-05-19 08:00:00+00:00,0.250856964
2019-05-19 08:30:00+00:00,0.25428596
2019-05-19 09:00:00+00:00,0.250124752
2019-05-19 09:30:00+00:00,0.265632442
2019-05-19 10:00:00+00:00,0.264520045
2019-05-19 10:30:00+00:00,0.264632564
2019-05-19 11:00:00+00:00,0.228394364
2019-05-19 11:30:00+00:00,0.235214721
2019-05-19 12:00:00+00:00,0.24924265
2019-05-19 12:30:00+00:00,0.266664265
2019-05-19 13:00:00+00:00,0.268100541
2019-05-19 13:30:00+00:00,0.268663659
2019-05-19 14:00:00+00:00,0.208409183
2019-05-19 14:30:00+00:00,0.239142616
2019-05-19 15:00:00+00:00,0.222498734
2019-05-19 15:30:00+00:00,0.213743341
2019-05-19 16:00:00+00:00,0.247812003
2019-05-19 16:30:00+00:00,0.244175481
2019-05-19 17:00:00+00:00,0.234595761
2019-05-19 17:30:00+00:00,0.249645581
2019-05-19 18:00:00+00:00,0.552816343
2019-05-19 18:30:00+00:00,0.563496578
2019-05-19 19:00:00+00:00,0.513955135
2019-05-19 19:30:00+00:00,0.500949182
2019-05-19 20:00:00+00:00,0.454868757
2019-05-19 20:30:00+00:00,0.41756639
2019-05-19 21:00:00+00:00,0.247243216
2019-05-19 21:30:00+00:00,0.241709928
2019-05-19 22:00:00+00:00,0.225218073
2019-05-19 22:30:00+00:00,0.200376278
2019-05-19 23:00:00+00:00,0.223960196
2019-05-19 23:30:00+00:00,0.216793708
2019-05-20 00:00:00+00:00,0.281151184
2019-05-20 00:30:00+00:00,0.283925392
2019-05-20 01:00:00+00:00,0.470669169
2019-05-20 01:30:00+00:00,0.429545144
2019-05-20 02:00:00+00:00,0.955362485
2019-05-20 02:30:00+00:00,0.919315848
2019-05-20 03:00:00+00:00,0.260550211
2019-05-20 03:30:00+00:00,0.237055053
2019-05-20 04:00:00+00:00,0.264526084
2019-05-20 04:30:00+00:00,0.233012609
2019-05-20 05:00:00+00:00,0.262556528
2019-05-20 05:30:00+00:00,0.289237679
2019-05-20 06:00:00+00:00,0.246603907
2019-05-20 06:30:00+00:00,0.236161649
2019-05-20 07:00:00+00:00,0.249962003
2019-05-20 07:30:00+00:00,0.262010218
2019-05-20 08:00:00+00:00,0.223973305
2019-05-20 08:30:00+00:00,0.222075875
2019-05-20 09:00:00+00:00,0.213092595
2019-05-20 09:30:00+00:00,0.264856487
2019-05-20 10:00:00+00:00,0.261008981
2019-05-20 10:30:00+00:00,0.229643774
2019-05-20 11:00:00+00:00,0.260580811
2019-05-20 11:30:00+00:00,0.260546352
2019-05-20 12:00:00+00:00,0.239530389
2019-05-20 12:30:00+00:00,0.260695146
2019-05-20 13:00:00+00:00,0.216241232
2019-05-20 13:30:00+00:00,0.226466089
2019-05-20 14:00:00+00:00,0.2249421
2019-05-20 14:30:00+00:00,0.267539457
2019-05-20 15:00:00+00:00,0.236892704
2019-05-20 15:30:00+00:00,0.239553503
2019-05-20 16:00:00+00:00,0.243044935
2019-05-20 16:30:00+00:00,0.245149018
2019-05-20 17:00:00+00:00,0.249808356
2019-05-20 17:30:00+00:00,0.261698804
2019-05-20 18:00:00+00:00,0.537468691
2019-05-20 18:30:00+00:00,0.53972902
2019-05-20 19:00:00+00:00,0.508647132
2019-05-20 19:30:00+00:00,0.555099863
2019-05-20 20:00:00+00:00,0.405497995
2019-05-20 20:30:00+00:00,0.407352366
2019-05-20 21:00:00+00:00,0.215978227
2019-05-20 21:30:00+00:00,0.266887871
2019-05-20 22:00:00+00:00,0.201570731
2019-05-20 22:30:00+00:00,0.234330463
2019-05-20 23:00:00+00:00,0.240889245
2019-05-20 23:30:00+00:00,0.223822527
2019-05-21 00:00:00+00:00,0.279005845
2019-05-21 00:30:00+00:00,0.286450767
2019-05-21 01:00:00+00:00,0.485172812
2019-05-21 01:30:00+00:00,0.43627836
2019-05-21 02:00:00+00:00,0.933397962
2019-05-21 02:30:00+00:00,0.942140219
2019-05-21 03:00:00+00:00,0.260970728
2019-05-21 03:30:00+00:00,0.242552712
2019-05-21 04:00:00+00:00,0.264469009
2019-05-21 04:30:00+00:00,0.25325235
2019-05-21 05:00:00+00:00,0.293683354
2019-05-21 05:30:00+00:00,0.265243092
2019-05-21 06:00:00+00:00,0.202887763
2019-05-21 06:30:00+00:00,0.205785811
2019-05-21 07:00:00+00:00,0.244978368
2019-05-21 07:30:00+00:00,0.215426563
2019-05-21 08:00:00+00:00,0.228416854
2019-05-21 08:30:00+00:00,0.233534209
2019-05-21 09:00:00+00:00,0.217672375
2019-05-21 09:30:00+00:00,0.264652588
2019-05-21 10:00:00+00:00,0.25433166
2019-05-21 10:30:00+00:00,0.202901296
2019-05-21 11:00:00+00:00,0.240376835
2019-05-21 11:30:00+00:00,0.262932083
2019-05-21 12:00:00+00:00,0.216273926
2019-05-21 12:30:00+00:00,0.216893134
2019-05-21 13:00:00+00:00,0.251270153
2019-05-21 13:30:00+00:00,0.215366192
2019-05-21 14:00:00+00:00,0.20328041
2019-05-21 14:30:00+00:00,0.211696766
2019-05-21 15:00:00+00:00,0.209204772
2019-05-21 15:30:00+00:00,0.22749622
2019-05-21 16:00:00+00:00,0.232006998
2019-05-21 16:30:00+00:00,0.264726148
2019-05-21 17:00:00+00:00,0.210497041
2019-05-21 17:30:00+00:00,0.237457613
2019-05-21 18:00:00+00:00,0.535870534
2019-05-21 18:30:00+00:00,0.540456517
2019-05-21 19:00:00+00:00,0.513488762
2019-05-21 19:30:00+00:00,0.548284739
2019-05-21 20:00:00+00:00,0.414469243
2019-05-21 20:30:00+00:00,0.417913929
2019-05-21 21:00:00+00:00,0.216526106
2019-05-21 21:30:00+00:00,0.268424819
2019-05-21 22:00:00+00:00,0.208849171
2019-05-21 22:30:00+00:00,0.219501841
2019-05-21 23:00:00+00:00,0.256289092
2019-05-21 23:30:00+00:00,0.245684991
2019-05-22 00:00:00+00:00,0.234321348
2019-05-22 00:30:00+00:00,0.224032792
2019-05-22 01:00:00+00:00,0.426880795
2019-05-22 01:30:00+00:00,0.439726623
2019-05-22 02:00:00+00:00,0.925907133
2019-05-22 02:30:00+00:00,0.916702936
2019-05-22 03:00:00+00:00,0.249453579
2019-05-22 03:30:00+00:00,0.212137727
2019-05-22 04:00:00+00:00,0.292681947
2019-05-22 04:30:00+00:00,0.294658401
2019-05-22 05:00:00+00:00,0.266510925
2019-05-22 05:30:00+00:00,0.318326407
2019-05-22 06:00:00+00:00,0.269750294
2019-05-22 06:30:00+00:00,0.251807219
2019-05-22 07:00:00+00:00,0.237710921
2019-05-22 07:30:00+00:00,0.203996658
2019-05-22 08:00:00+00:00,0.20142784
2019-05-22 08:30:00+00:00,0.2298658
2019-05-22 09:00:00+00:00,0.236076912
2019-05-22 09:30:00+00:00,0.222639998
2019-05-22 10:00:00+00:00,0.22023971
2019-05-22 10:30:00+00:00,0.248343805
2019-05-22 11:00:00+00:00,0.221604444
2019-05-22 11:30:00+00:00,0.202239933
2019-05-22 12:00:00+00:00,0.214559421
2019-05-22 12:30:00+00:00,0.224055452
2019-05-22 13:00:00+00:00,0.20206481
2019-05-22 13:30:00+00:00,0.225170396
2019-05-22 14:00:00+00:00,0.266080933
2019-05-22 14:30:00+00:00,0.255636591
2019-05-22 15:00:00+00:00,0.236671317
2019-05-22 15:30:00+00:00,0.20040316
2019-05-22 16:00:00+00:00,0.232057152
2019-05-22 16:30:00+00:00,0.225392694
2019-05-22 17:00:00+00:00,0.267218092
2019-05-22 17:30:00+00:00,0.210360494
2019-05-22 18:00:00+00:00,0.535550596
2019-05-22 18:30:00+00:00,0.567734565
2019-05-22 19:00:00+00:00,0.506411417
2019-05-22 19:30:00+00:00,0.529378362
2019-05-22 20:00:00+00:00,0.412426534
2019-05-22 20:30:00+00:00,0.444991434
2019-05-22 21:00:00+00:00,0.216173819
2019-05-22 21:30:00+00:00,0.204105444
2019-05-22 22:00:00+00:00,0.21851949
2019-05-22 22:30:00+00:00,0.251671711
2019-05-22 23:00:00+00:00,0.235937583
2019-05-22 23:30:00+00:00,0.200217935
2019-05-23 00:00:00+00:00,0.2304839
2019-05-23 00:30:00+00:00,0.26684716
2019-05-23 01:00:00+00:00,0.487742847
2019-05-23 01:30:00+00:00,0.421833294
2019-05-23 02:00:00+00:00,0.91793637
2019-05-23 02:30:00+00:00,0.911694732
2019-05-23 03:00:00+00:00,0.258785996
2019-05-23 03:30:00+00:00,0.207599191
2019-05-23 04:00:00+00:00,0.299855329
2019-05-23 04:30:00+00:00,0.27909205
2019-05-23 05:00:00+00:00,0.276341744
2019-05-23 05:30:00+00:00,0.269013725
2019-05-23 06:00:00+00:00,0.207347223
2019-05-23 06:30:00+00:00,0.237906743
2019-05-23 07:00:00+00:00,0.261552477
2019-05-23 07:30:00+00:00,0.219450436
2019-05-23 08:00:00+00:00,0.265806884
2019-05-23 08:30:00+00:00,0.222246988
2019-05-23 09:00:00+00:00,0.246719339
2019-05-23 09:30:00+00:00,0.222001464
2019-05-23 10:00:00+00:00,0.209827568
2019-05-23 10:30:00+00:00,0.248166345
2019-05-23 11:00:00+00:00,0.228920105
2019-05-23 11:30:00+00:00,0.230972181
2019-05-23 12:00:00+00:00,0.258452867
2019-05-23 12:30:00+00:00,0.234542479
2019-05-23 13:00:00+00:00,0.218935031
2019-05-23 13:30:00+00:00,0.203429828
2019-05-23 14:00:00+00:00,0.266671129
2019-05-23 14:30:00+00:00,0.224116535
2019-05-23 15:00:00+00:00,0.258745986
2019-05-23 15:30:00+00:00,0.228763023
2019-05-23 16:00:00+00:00,0.238825917
2019-05-23 16:30:00+00:00,0.237841189
2019-05-23 17:00:00+00:00,0.260626185
2019-05-23 17:30:00+00:00,0.23619114
2019-05-23 18:00:00+00:00,0.534752301
2019-05-23 18:30:00+00:00,0.520081412
2019-05-23 19:00:00+00:00,0.509521916
2019-05-23 19:30:00+00:00,0.524569766
2019-05-23 20:00:00+00:00,0.453599717
2019-05-23 20:30:00+00:00,0.408196279
2019-05-23 21:00:00+00:00,0.241876563
2019-05-23 21:30:00+00:00,0.208480744
2019-05-23 22:00:00+00:00,0.217276756
2019-05-23 22:30:00+00:00,0.262371013
2019-05-23 23:00:00+00:00,0.253065557
2019-05-23 23:30:00+00:00,0.228110554
2019-05-24 00:00:00+00:00,0.238136889
2019-05-24 00:30:00+00:00,0.261076803
2019-05-24 01:00:00+00:00,0.431786872
2019-05-24 01:30:00+00:00,0.425320198
2019-05-24 02:00:00+00:00,0.900638606
2019-05-24 02:30:00+00:00,0.963612225
2019-05-24 03:00:00+00:00,0.234940926
2019-05-24 03:30:00+00:00,0.258834789
2019-05-24 04:00:00+00:00,0.256699119
2019-05-24 04:30:00+00:00,0.289089293
2019-05-24 05:00:00+00:00,0.274258591
2019-05-24 05:30:00+00:00,0.324541298
2019-05-24 06:00:00+00:00,0.226133582
2019-05-24 06:30:00+00:00,0.232150717
2019-05-24 07:00:00+00:00,0.200352441
2019-05-24 07:30:00+00:00,0.241681408
2019-05-24 08:00:00+00:00,0.208584703
2019-05-24 08:30:00+00:00,0.253601228
2019-05-24 09:00:00+00:00,0.242316977
2019-05-24 09:30:00+00:00,0.252469434
2019-05-24 10:00:00+00:00,0.207931404
2019-05-24 10:30:00+00:00,0.202779674
2019-05-24 11:00:00+00:00,0.24419007
2019-05-24 11:30:00+00:00,0.244755174
2019-05-24 12:00:00+00:00,0.260936284
2019-05-24 12:30:00+00:00,0.213194919
2019-05-24 13:00:00+00:00,0.231444196
2019-05-24 13:30:00+00:00,0.247010197
2019-05-24 14:00:00+00:00,0.218515182
2019-05-24 14:30:00+00:00,0.215535924
2019-05-24 15:00:00+00:00,0.251380723
2019-05-24 15:30:00+00:00,0.211035304
2019-05-24 16:00:00+00:00,0.231509595
2019-05-24 16:30:00+00:00,0.24061185
2019-05-24 17:00:00+00:00,0.215021382
2019-05-24 17:30:00+00:00,0.26057336
2019-05-24 18:00:00+00:00,0.566801981
2019-05-24 18:30:00+00:00,0.535145068
2019-05-24 19:00:00+00:00,0.525239324
2019-05-24 19:30:00+00:00,0.536278494
2019-05-24 20:00:00+00:00,0.448062121
2019-05-24 20:30:00+00:00,0.453923049
2019-05-24 21:00:00+00:00,0.261877448
2019-05-24 21:30:00+00:00,0.26797152
2019-05-24 22:00:00+00:00,0.234172249
2019-05-24 22:30:00+00:00,0.22035254
2019-05-24 23:00:00+00:00,0.213894683
2019-05-24 23:30:00+00:00,0.259648417
2019-05-25 00:00:00+00:00,0.236180066
2019-05-25 00:30:00+00:00,0.23364175
2019-05-25 01:00:00+00:00,0.428042189
2019-05-25 01:30:00+00:00,0.485479037
2019-05-25 02:00:00+00:00,0.906733172
2019-05-25 02:30:00+00:00,0.907795857
2019-05-25 03:00:00+00:00,0.207093508
2019-05-25 03:30:00+00:00,0.216333287
2019-05-25 04:00:00+00:00,0.276955473
2019-05-25 04:30:00+00:00,0.230081687
2019-05-25 05:00:00+00:00,0.281843506
2019-05-25 05:30:00+00:00,0.309820157
2019-05-25 06:00:00+00:00,0.2504344
2019-05-25 06:30:00+00:00,0.250202953
2019-05-25 07:00:00+00:00,0.251075667
2019-05-25 07:30:00+00:00,0.204874455
2019-05-25 08:00:00+00:00,0.203208236
2019-05-25 08:30:00+00:00,0.211331795
2019-05-25 09:00:00+00:00,0.226802611
2019-05-25 09:30:00+00:00,0.235525165
2019-05-25 10:00:00+00:00,0.21938731
2019-05-25 10:30:00+00:00,0.243070514
2019-05-25 11:00:00+00:00,0.220602236
2019-05-25 11:30:00+00:00,0.211096103
2019-05-25 12:00:00+00:00,0.223253132
2019-05-25 12:30:00+00:00,0.249264671
2019-05-25 13:00:00+00:00,0.226640298
2019-05-25 13:30:00+00:00,0.258275179
2019-05-25 14:00:00+00:00,0.22534609
2019-05-25 14:30:00+00:00,0.244211371
2019-05-25 15:00:00+00:00,0.228798925
2019-05-25 15:30:00+00:00,0.200520185
2019-05-25 16:00:00+00:00,0.265231865
2019-05-25 16:30:00+00:00,0.223421884
2019-05-25 17:00:00+00:00,0.232285239
2019-05-25 17:30:00+00:00,0.261083245
2019-05-25 18:00:00+00:00,0.568466562
2019-05-25 18:30:00+00:00,0.550826899
2019-05-25 19:00:00+00:00,0.530452641
2019-05-25 19:30:00+00:00,0.569572104
2019-05-25 20:00:00+00:00,0.424608026
2019-05-25 20:30:00+00:00,0.412514218
2019-05-25 21:00:00+00:00,0.21513172
2019-05-25 21:30:00+00:00,0.218493068
2019-05-25 22:00:00+00:00,0.22309368
2019-05-25 22:30:00+00:00,0.213925834
2019-05-25 23:00:00+00:00,0.218624833
2019-05-25 23:30:00+00:00,0.208120124
2019-05-26 00:00:00+00:00,0.237925486
2019-05-26 00:30:00+00:00,0.235244696
2019-05-26 01:00:00+00:00,0.476121662
2019-05-26 01:30:00+00:00,0.452794545
2019-05-26 02:00:00+00:00,0.923189144
2019-05-26 02:30:00+00:00,0.958781353
2019-05-26 03:00:00+00:00,0.244518472
2019-05-26 03:30:00+00:00,0.259256868
2019-05-26 04:00:00+00:00,0.285402823
2019-05-26 04:30:00+00:00,0.231329476
2019-05-26 05:00:00+00:00,0.264899739
2019-05-26 05:30:00+00:00,0.319525039
2019-05-26 06:00:00+00:00,0.204076604
2019-05-26 06:30:00+00:00,0.203647575
2019-05-26 07:00:00+00:00,0.201046318
2019-05-26 07:30:00+00:00,0.23848893
2019-05-26 08:00:00+00:00,0.232295031
2019-05-26 08:30:00+00:00,0.203639087
2019-05-26 09:00:00+00:00,0.237422709
2019-05-26 09:30:00+00:00,0.212363545
2019-05-26 10:00:00+00:00,0.21109687
2019-05-26 10:30:00+00:00,0.200161106
2019-05-26 11:00:00+00:00,0.241724836
2019-05-26 11:30:00+00:00,0.224797508
2019-05-26 12:00:00+00:00,0.253937146
2019-05-26 12:30:00+00:00,0.269132299
2019-05-26 13:00:00+00:00,0.233049413
2019-05-26 13:30:00+00:00,0.261747993
2019-05-26 14:00:00+00:00,0.232670655
2019-05-26 14:30:00+00:00,0.223793859
2019-05-26 15:00:00+00:00,0.207060854
2019-05-26 15:30:00+00:00,0.233848903
2019-05-26 16:00:00+00:00,0.22167594
2019-05-26 16:30:00+00:00,0.269018505
2019-05-26 17:00:00+00:00,0.220026167
2019-05-26 17:30:00+00:00,0.22214474
2019-05-26 18:00:00+00:00,0.519934097
2019-05-26 18:30:00+00:00,0.55111411
2019-05-26 19:00:00+00:00,0.559504908
2019-05-26 19:30:00+00:00,0.564403877
2019-05-26 20:00:00+00:00,0.429282195
2019-05-26 20:30:00+00:00,0.443135214
2019-05-26 21:00:00+00:00,0.211666374
2019-05-26 21:30:00+00:00,0.245143026
2019-05-26 22:00:00+00:00,0.203912338
2019-05-26 22:30:00+00:00,0.2251354
2019-05-26 23:00:00+00:00,0.219447839
2019-05-26 23:30:00+00:00,0.209831491
2019-05-27 00:00:00+00:00,0.237774656
2019-05-27 00:30:00+00:00,0.287545901
2019-05-27 01:00:00+00:00,0.4438683
2019-05-27 01:30:00+00:00,0.430305773
2019-05-27 02:00:00+00:00,0.931810973
2019-05-27 02:30:00+00:00,0.904867488
2019-05-27 03:00:00+00:00,0.215325536
2019-05-27 03:30:00+00:00,0.247783988
2019-05-27 04:00:00+00:00,0.245912056
2019-05-27 04:30:00+00:00,0.246439484
2019-05-27 05:00:00+00:00,0.285615394
2019-05-27 05:30:00+00:00,0.321186493
2019-05-27 06:00:00+00:00,0.23369188
2019-05-27 06:30:00+00:00,0.205725024
2019-05-27 07:00:00+00:00,0.23722131
2019-05-27 07:30:00+00:00,0.246400042
2019-05-27 08:00:00+00:00,0.232001578
2019-05-27 08:30:00+00:00,0.212708893
2019-05-27 09:00:00+00:00,0.258316873
2019-05-27 09:30:00+00:00,0.257631329
2019-05-27 10:00:00+00:00,0.222906182
2019-05-27 10:30:00+00:00,0.210807885
2019-05-27 11:00:00+00:00,0.210948381
2019-05-27 11:30:00+00:00,0.258029448
2019-05-27 12:00:00+00:00,0.265369453
2019-05-27 12:30:00+00:00,0.200190643
2019-05-27 13:00:00+00:00,0.245907809
2019-05-27 13:30:00+00:00,0.215421548
2019-05-27 14:00:00+00:00,0.241575449
2019-05-27 14:30:00+00:00,0.220854166
2019-05-27 15:00:00+00:00,0.248480534
2019-05-27 15:30:00+00:00,0.236722345
2019-05-27 16:00:00+00:00,0.21814301
2019-05-27 16:30:00+00:00,0.218209923
2019-05-27 17:00:00+00:00,0.259545817
2019-05-27 17:30:00+00:00,0.231214192
2019-05-27 18:00:00+00:00,0.518346188
2019-05-27 18:30:00+00:00,0.5445542
2019-05-27 19:00:00+00:00,0.535255294
2019-05-27 19:30:00+00:00,0.566625058
2019-05-27 20:00:00+00:00,0.434099741
2019-05-27 20:30:00+00:00,0.419090332
2019-05-27 21:00:00+00:00,0.261396021
2019-05-27 21:30:00+00:00,0.242790688
2019-05-27 22:00:00+00:00,0.207359899
2019-05-27 22:30:00+00:00,0.254971907
2019-05-27 23:00:00+00:00,0.208349045
2019-05-27 23:30:00+00:00,0.227272643
2019-05-28 00:00:00+00:00,0.283178874
2019-05-28 00:30:00+00:00,0.287729604
2019-05-28 01:00:00+00:00,0.470585117
2019-05-28 01:30:00+00:00,0.447990941
2019-05-28 02:00:00+00:00,0.956815951
2019-05-28 02:30:00+00:00,0.923679607
2019-05-28 03:00:00+00:00,0.238399554
2019-05-28 03:30:00+00:00,0.224874581
2019-05-28 04:00:00+00:00,0.244161936
2019-05-28 04:30:00+00:00,0.275139657
2019-05-28 05:00:00+00:00,0.290908597
2019-05-28 05:30:00+00:00,0.303010459
2019-05-28 06:00:00+00:00,0.259883036
2019-05-28 06:30:00+00:00,0.20618425
2019-05-28 07:00:00+00:00,0.226227845
2019-05-28 07:30:00+00:00,0.237373162
2019-05-28 08:00:00+00:00,0.234311711
2019-05-28 08:30:00+00:00,0.20404256
2019-05-28 09:00:00+00:00,0.260181854
2019-05-28 09:30:00+00:00,0.208906074
2019-05-28 10:00:00+00:00,0.231411505
2019-05-28 10:30:00+00:00,0.263649068
2019-05-28 11:00:00+00:00,0.214187271
2019-05-28 11:30:00+00:00,0.246826446
2019-05-28 12:00:00+00:00,0.249644663
2019-05-28 12:30:00+00:00,0.230339151
2019-05-28 13:00:00+00:00,0.264991935
2019-05-28 13:30:00+00:00,0.242146337
2019-05-28 14:00:00+00:00,0.215321803
